RecvTick,ExchTick,Bid,BidVol,Ask,AskVol,RecvTime,ExchTime,ContractId,TradingDay,Last,LastVol,Multiplier
637363639028500848,637363639023430000,4.73294377627,1,4.73331917576,1,738056.397024,738056.397018,992999999,20200922,4.73313147601,1,10000
637363639033522907,637363639028450000,4.73301921279,1,4.73304381252,1,738056.39703,738056.397024,992999999,20200922,4.73303151266,1,10000
637363639038528618,637363639033430000,4.73224383283,1,4.73324383283,1,738056.397035,738056.397029,992999999,20200922,4.73274383283,1,10000
637363639048516070,637363639043440000,4.73304385317,1,4.7332192543,1,738056.397047,738056.397041,992999999,20200922,4.73313155374,1,10000
637363639053562196,637363639048490000,4.73304387368,1,4.73311927524,1,738056.397053,738056.397047,992999999,20200922,4.73308157446,1,10000
637363639053628913,637363639053510000,4.73284389362,1,4.73321929561,1,738056.397053,738056.397053,992999999,20200922,4.73303159461,1,10000
637363639058553030,637363639053540000,4.73284391352,1,4.73321931593,1,738056.397059,738056.397053,992999999,20200922,4.73303161473,1,10000
637363639063556040,637363639058480000,4.73284393366,1,4.7332193365,1,738056.397064,738056.397058,992999999,20200922,4.73303163508,1,10000
637363639068557980,637363639063480000,4.73284393378,1,4.73344393378,1,738056.39707,738056.397064,992999999,20200922,4.73314393378,1,10000
637363639073595036,637363639068520000,4.73304395409,1,4.73434395409,1,738056.397076,738056.39707,992999999,20200922,4.73369395409,1,10000
637363639078615569,637363639073540000,4.73294397439,1,4.7332193781,1,738056.397082,738056.397076,992999999,20200922,4.73308167624,1,10000
637363639083670606,637363639078600000,4.73334401455,1,4.73341941912,1,738056.397088,738056.397082,992999999,20200922,4.73338171684,1,10000
637363639088686939,637363639083600000,4.73334401798,1,4.73341942261,1,738056.397093,738056.397087,992999999,20200922,4.7333817203,1,10000
637363639093743478,637363639088670000,4.7330440353,1,4.73341944031,1,738056.397099,738056.397093,992999999,20200922,4.7332317378,1,10000
637363639098769377,637363639093700000,4.73294405568,1,4.73341946112,1,738056.397105,738056.397099,992999999,20200922,4.7331817584,1,10000
637363639103810699,637363639098740000,4.73294409569,1,4.73341950198,1,738056.397111,738056.397105,992999999,20200922,4.73318179883,1,10000
637363639113884751,637363639108810000,4.73264412264,1,4.7336195295,1,738056.397123,738056.397117,992999999,20200922,4.73313182607,1,10000
637363639118904603,637363639113830000,4.73294413666,1,4.73361954382,1,738056.397128,738056.397122,992999999,20200922,4.73328184024,1,10000
637363639123965387,637363639118890000,4.73274416288,1,4.7336195706,1,738056.397134,738056.397128,992999999,20200922,4.73318186674,1,10000
637363639128994941,637363639123920000,4.73284417743,1,4.73301958546,1,738056.39714,738056.397134,992999999,20200922,4.73293188144,1,10000
637363639134009280,637363639128950000,4.73274421751,1,4.73291962639,1,738056.397146,738056.39714,992999999,20200922,4.73283192195,1,10000
637363639139009312,637363639133940000,4.73274421763,1,4.73291962652,1,738056.397152,738056.397146,992999999,20200922,4.73283192207,1,10000
637363639140570237,637363639139050000,4.73294424386,1,4.7333196533,1,738056.397153,738056.397152,992999999,20200922,4.73313194858,1,10000
637363639145576016,637363639140480000,4.73304425804,1,4.73371966778,1,738056.397159,738056.397153,992999999,20200922,4.73338196291,1,10000
637363639154065007,637363639148990000,4.73374429816,1,4.73401970876,1,738056.397169,738056.397163,992999999,20200922,4.73388200346,1,10000
637363639159694004,637363639158940000,4.73394432084,1,4.73411973192,1,738056.397176,738056.397175,992999999,20200922,4.73403202638,1,10000
637363639168972078,637363639163900000,4.73379518047,1,4.73496894493,1,738056.397186,738056.39718,992999999,20200922,4.7343820627,1,10000
637363639178401058,637363639173330000,4.73394437651,1,4.73507061331,1,738056.397197,738056.397191,992999999,20200922,4.73450749491,1,10000
637363639183412774,637363639178350000,4.73414441652,1,4.73501982963,1,738056.397203,738056.397197,992999999,20200922,4.73458212308,1,10000
637363639188412810,637363639183340000,4.73379526375,1,4.73401985021,1,738056.397209,738056.397203,992999999,20200922,4.73390755698,1,10000
637363639193376986,637363639188340000,4.73374445664,1,4.73507069855,1,738056.397215,738056.397209,992999999,20200922,4.7344075776,1,10000
637363639198378001,637363639193310000,4.73384447678,1,4.73507071998,1,738056.39722,738056.397214,992999999,20200922,4.73445759838,1,10000
637363639203382820,637363639198310000,4.73384447694,1,4.73507072015,1,738056.397226,738056.39722,992999999,20200922,4.73445759855,1,10000
637363639204325531,637363639203350000,4.73414450059,1,4.7350199155,1,738056.397227,738056.397226,992999999,20200922,4.73458220804,1,10000
637363639208580895,637363639204210000,4.73454451783,1,4.73501993311,1,738056.397232,738056.397227,992999999,20200922,4.73478222547,1,10000
637363639213452383,637363639208490000,4.73496912176,1,4.73507078452,1,738056.397238,738056.397232,992999999,20200922,4.73501995314,1,10000
637363639218470439,637363639218360000,4.73494455776,1,4.73546914163,1,738056.397244,738056.397243,992999999,20200922,4.73520684969,1,10000
637363639223470482,637363639218400000,4.7348445779,1,4.73507082755,1,738056.397249,738056.397244,992999999,20200922,4.73495770273,1,10000
637363639228413040,637363639223400000,4.7347445978,1,4.73506918082,1,738056.397255,738056.397249,992999999,20200922,4.73490688931,1,10000
637363639228479706,637363639228340000,4.73434459796,1,4.73482001494,1,738056.397255,738056.397255,992999999,20200922,4.73458230645,1,10000
637363639233492037,637363639228380000,4.7343446181,1,4.73482003551,1,738056.397261,738056.397255,992999999,20200922,4.73458232681,1,10000
637363639238534236,637363639233430000,4.73404463849,1,4.73482005633,1,738056.397267,738056.397261,992999999,20200922,4.73443234741,1,10000
637363639243502440,637363639238440000,4.73414465855,1,4.73482007682,1,738056.397273,738056.397267,992999999,20200922,4.73448236768,1,10000
637363639248425553,637363639243430000,4.73364467841,1,4.73416925972,1,738056.397278,738056.397272,992999999,20200922,4.73390696906,1,10000
637363639253425697,637363639248340000,4.73364467853,1,4.73416925984,1,738056.397284,738056.397278,992999999,20200922,4.73390696918,1,10000
637363639253518939,637363639253390000,4.73364469895,1,4.73382011808,1,738056.397284,738056.397284,992999999,20200922,4.73373240852,1,10000
637363639258487130,637363639253450000,4.73354471886,1,4.73426929931,1,738056.39729,738056.397284,992999999,20200922,4.73390700908,1,10000
637363639263487161,637363639258390000,4.73384473904,1,4.73426931906,1,738056.397296,738056.39729,992999999,20200922,4.73405702905,1,10000
637363639268488651,637363639263400000,4.73424475918,1,4.73426933877,1,738056.397301,738056.397296,992999999,20200922,4.73425704898,1,10000
637363639273500399,637363639268420000,4.73424475958,1,4.73456933917,1,738056.397307,738056.397301,992999999,20200922,4.73440704938,1,10000
637363639273542840,637363639273430000,4.73424477961,1,4.73472020045,1,738056.397307,738056.397307,992999999,20200922,4.73448249003,1,10000
637363639278542863,637363639273470000,4.73424479975,1,4.73456937848,1,738056.397313,738056.397307,992999999,20200922,4.73440708911,1,10000
637363639283523968,637363639278470000,4.73374481977,1,4.73429397638,1,738056.397319,738056.397313,992999999,20200922,4.73401939807,1,10000
637363639293494808,637363639288420000,4.73374484374,1,4.73429399932,1,738056.39733,738056.397325,992999999,20200922,4.73401942153,1,10000
637363639298540662,637363639293470000,4.7339448603,1,4.73429401518,1,738056.397336,738056.39733,992999999,20200922,4.73411943774,1,10000
637363639298651148,637363639298500000,4.73424488064,1,4.73429403466,1,738056.397336,738056.397336,992999999,20200922,4.73426945765,1,10000
637363639308458727,637363639303440000,4.73384492028,1,4.73416949645,1,738056.397348,738056.397342,992999999,20200922,4.73400720836,1,10000
637363639313458765,637363639308390000,4.73384492036,1,4.73416949652,1,738056.397354,738056.397348,992999999,20200922,4.73400720844,1,10000
637363639313543284,637363639313420000,4.73374494075,1,4.73416951647,1,738056.397354,738056.397353,992999999,20200922,4.73395722861,1,10000
637363639318543313,637363639313470000,4.73364496085,1,4.73392038555,1,738056.397359,738056.397354,992999999,20200922,4.7337826732,1,10000
637363639323562103,637363639318470000,4.73284498095,1,4.73382040608,1,738056.397365,738056.397359,992999999,20200922,4.73333269351,1,10000
637363639328578083,637363639323470000,4.73274500121,1,4.73416957566,1,738056.397371,738056.397365,992999999,20200922,4.73345728843,1,10000
637363639333587672,637363639328500000,4.7337450214,1,4.73412044738,1,738056.397377,738056.397371,992999999,20200922,4.73393273439,1,10000
637363639343446151,637363639338370000,4.73374504118,1,4.73412046758,1,738056.397388,738056.397382,992999999,20200922,4.73393275438,1,10000
637363639343543320,637363639343430000,4.73384506156,1,4.7341204884,1,738056.397388,738056.397388,992999999,20200922,4.73398277498,1,10000
637363639348545509,637363639343460000,4.7333450815,1,4.7337450815,1,738056.397394,738056.397388,992999999,20200922,4.7335450815,1,10000
637363639358473249,637363639353400000,4.73324510213,1,4.73372052983,1,738056.397406,738056.3974,992999999,20200922,4.73348281598,1,10000
637363639363502475,637363639358430000,4.73404512227,1,4.7341205504,1,738056.397411,738056.397406,992999999,20200922,4.73408283634,1,10000
637363639363580257,637363639363470000,4.73404514233,1,4.73416971377,1,738056.397412,738056.397411,992999999,20200922,4.73410742805,1,10000
637363639368512043,637363639363510000,4.73394516219,1,4.73416973321,1,738056.397417,738056.397411,992999999,20200922,4.7340574477,1,10000
637363639373514763,637363639368430000,4.73394516219,1,4.73416973321,1,738056.397423,738056.397417,992999999,20200922,4.7340574477,1,10000
637363639373567973,637363639373440000,4.73404518254,1,4.73452061195,1,738056.397423,738056.397423,992999999,20200922,4.73428289724,1,10000
637363639378527690,637363639373490000,4.7341697726,1,4.73452063228,1,738056.397429,738056.397423,992999999,20200922,4.73434520244,1,10000
637363639383529504,637363639378430000,4.73434522262,1,4.73507151343,1,738056.397435,738056.397429,992999999,20200922,4.73470836802,1,10000
637363639388532029,637363639383450000,4.7343452428,1,4.7350715349,1,738056.39744,738056.397435,992999999,20200922,4.73470838885,1,10000
637363639393551920,637363639388470000,4.73454526286,1,4.73542069399,1,738056.397446,738056.39744,992999999,20200922,4.73498297843,1,10000
637363639398534286,637363639398410000,4.73454528309,1,4.73507157775,1,738056.397452,738056.397452,992999999,20200922,4.73480843042,1,10000
637363639408536363,637363639403460000,4.73464530343,1,4.7350715994,1,738056.397464,738056.397458,992999999,20200922,4.73485845141,1,10000
637363639413567853,637363639408500000,4.73494532382,1,4.73527162108,1,738056.397469,738056.397464,992999999,20200922,4.73510847245,1,10000
637363639418607359,637363639413540000,4.73552079717,1,4.73599103115,1,738056.397475,738056.397469,992999999,20200922,4.73575591416,1,10000
637363639423612457,637363639418500000,4.73544538412,1,4.73622081783,1,738056.397481,738056.397475,992999999,20200922,4.73583310098,1,10000
637363639428614509,637363639423540000,4.73562083844,1,4.73622083844,1,738056.397487,738056.397481,992999999,20200922,4.73592083844,1,10000
637363639433549442,637363639428540000,4.73606651319,1,4.73629455509,1,738056.397493,738056.397487,992999999,20200922,4.73618053414,1,10000
637363639433667493,637363639433490000,4.73552085905,1,4.73629455536,1,738056.397493,738056.397492,992999999,20200922,4.73590770721,1,10000
637363639438672035,637363639438500000,4.73564544455,1,4.73638751195,1,738056.397498,738056.397498,992999999,20200922,4.73601647825,1,10000
637363639443621616,637363639438530000,4.73552090019,1,4.73612090019,1,738056.397504,738056.397498,992999999,20200922,4.73582090019,1,10000
637363639448576727,637363639443560000,4.73564548471,1,4.73629461302,1,738056.39751,738056.397504,992999999,20200922,4.73597004887,1,10000
637363639453579218,637363639448500000,4.73564548475,1,4.73629461306,1,738056.397516,738056.39751,992999999,20200922,4.73597004891,1,10000
637363639453685756,637363639453510000,4.73624550518,1,4.73638758612,1,738056.397516,738056.397516,992999999,20200922,4.73631654565,1,10000
637363639458681937,637363639453600000,4.7370455254,1,4.73712096211,1,738056.397522,738056.397516,992999999,20200922,4.73708324376,1,10000
637363639463707943,637363639458620000,4.73694554538,1,4.73772098252,1,738056.397527,738056.397522,992999999,20200922,4.73733326395,1,10000
637363639473391743,637363639468320000,4.73734556484,1,4.73791047137,1,738056.397539,738056.397533,992999999,20200922,4.7376280181,1,10000
637363639478443923,637363639473370000,4.73744560488,1,4.73791051609,1,738056.397544,738056.397539,992999999,20200922,4.73767806049,1,10000
637363639483382461,637363639478350000,4.73704562495,1,4.7379105385,1,738056.39755,738056.397544,992999999,20200922,4.73747808173,1,10000
637363639488383604,637363639483310000,4.73714564509,1,4.737910561,1,738056.397556,738056.39755,992999999,20200922,4.73752810305,1,10000
637363639493384741,637363639488310000,4.73714564529,1,4.73717020603,1,738056.397562,738056.397556,992999999,20200922,4.73715792566,1,10000
637363639498419092,637363639493390000,4.73784568554,1,4.73791060618,1,738056.397568,738056.397562,992999999,20200922,4.73787814586,1,10000
637363639503419136,637363639498350000,4.73694568578,1,4.73791060645,1,738056.397573,738056.397568,992999999,20200922,4.73742814611,1,10000
637363639504501596,637363639503380000,4.73754570983,1,4.73791063332,1,738056.397575,738056.397573,992999999,20200922,4.73772817157,1,10000
637363639508581110,637363639504380000,4.73789660827,1,4.73842116729,1,738056.397579,738056.397575,992999999,20200922,4.73815888778,1,10000
637363639513575704,637363639508480000,4.73844574657,1,4.73852118798,1,738056.397585,738056.397579,992999999,20200922,4.73848346728,1,10000
637363639518577122,637363639513500000,4.7383176738,1,4.73872120855,1,738056.397591,738056.397585,992999999,20200922,4.73851944117,1,10000
637363639523557424,637363639518510000,4.73834578677,1,4.73922122904,1,738056.397597,738056.397591,992999999,20200922,4.73878350791,1,10000
637363639528552726,637363639523480000,4.73864580691,1,4.73922124961,1,738056.397602,738056.397597,992999999,20200922,4.73893352826,1,10000
637363639533618735,637363639528480000,4.7389458271,1,4.73902127023,1,738056.397608,738056.397602,992999999,20200922,4.73898354866,1,10000
637363639538550603,637363639534410000,4.73924584716,1,4.73946508092,1,738056.397614,738056.397609,992999999,20200922,4.73935546404,1,10000
637363639543541442,637363639538470000,4.73942131129,1,4.73969497933,1,738056.39762,738056.397614,992999999,20200922,4.73955814531,1,10000
637363639548478214,637363639543470000,4.73924588716,1,4.73982133157,1,738056.397626,738056.39762,992999999,20200922,4.73953360937,1,10000
637363639553486575,637363639548410000,4.73924588732,1,4.73982133173,1,738056.397631,738056.397625,992999999,20200922,4.73953360953,1,10000
637363639553550678,637363639553410000,4.74034590763,1,4.74062135247,1,738056.397631,738056.397631,992999999,20200922,4.74048363005,1,10000
637363639558550700,637363639553480000,4.73982137296,1,4.74047048242,1,738056.397637,738056.397631,992999999,20200922,4.74014592769,1,10000
637363639563588696,637363639558460000,4.74054594779,1,4.74077050209,1,738056.397643,738056.397637,992999999,20200922,4.74065822494,1,10000
637363639568550632,637363639563470000,4.7404214141,1,4.74071092167,1,738056.397649,738056.397643,992999999,20200922,4.74056616789,1,10000
637363639573457169,637363639568460000,4.74042143434,1,4.74071094381,1,738056.397654,738056.397649,992999999,20200922,4.74056618908,1,10000
637363639573544585,637363639573380000,4.74032143451,1,4.74072143451,1,738056.397655,738056.397654,992999999,20200922,4.74052143451,1,10000
637363639578537098,637363639573440000,4.74074600826,1,4.74099690223,1,738056.39766,738056.397654,992999999,20200922,4.74087145524,1,10000
637363639583537118,637363639578460000,4.74062147581,1,4.74102147581,1,738056.397666,738056.39766,992999999,20200922,4.74082147581,1,10000
637363639588540764,637363639583470000,4.74052149643,1,4.74071101172,1,738056.397672,738056.397666,992999999,20200922,4.74061625407,1,10000
637363639593541257,637363639588470000,4.74072151687,1,4.74109696514,1,738056.397678,738056.397672,992999999,20200922,4.74090924101,1,10000
637363639598546273,637363639593430000,4.74094608883,1,4.74109698623,1,738056.397684,738056.397678,992999999,20200922,4.74102153753,1,10000
637363639603558390,637363639598480000,4.74079700731,1,4.74129700731,1,738056.397689,738056.397683,992999999,20200922,4.74104700731,1,10000
637363639608560599,637363639603490000,4.74094610921,1,4.74129700748,1,738056.397695,738056.397689,992999999,20200922,4.74112155835,1,10000
637363639608655503,637363639608500000,4.74112157908,1,4.74129702864,1,738056.397695,738056.397695,992999999,20200922,4.74120930386,1,10000
637363639613585627,637363639608590000,4.74182159945,1,4.74209704943,1,738056.397701,738056.397695,992999999,20200922,4.74195932444,1,10000
637363639618585653,637363639613510000,4.74182159957,1,4.74209704956,1,738056.397707,738056.397701,992999999,20200922,4.74195932457,1,10000
637363639619468286,637363639618520000,4.74194617306,1,4.74209707405,1,738056.397708,738056.397707,992999999,20200922,4.74202162356,1,10000
637363639624472585,637363639619370000,4.74214618978,1,4.74217073894,1,738056.397714,738056.397708,992999999,20200922,4.74215846436,1,10000
637363639628636159,637363639624400000,4.74174620997,1,4.74177075869,1,738056.397718,738056.397713,992999999,20200922,4.74175848433,1,10000
637363639633627907,637363639628530000,4.74074623019,1,4.74142168189,1,738056.397724,738056.397718,992999999,20200922,4.74108395604,1,10000
637363639638633782,637363639633540000,4.74034625037,1,4.74092170251,1,738056.39773,738056.397724,992999999,20200922,4.74063397644,1,10000
637363639643605573,637363639638570000,4.74044627039,1,4.74047081783,1,738056.397736,738056.39773,992999999,20200922,4.74045854411,1,10000
637363639648605607,637363639643530000,4.74044627051,1,4.74047081795,1,738056.397741,738056.397736,992999999,20200922,4.74045854423,1,10000
637363639649486033,637363639648530000,4.74002174698,1,4.74047084086,1,738056.397742,738056.397741,992999999,20200922,4.74024629392,1,10000
637363639654486050,637363639649370000,4.74054631422,1,4.74097086073,1,738056.397748,738056.397742,992999999,20200922,4.74075858748,1,10000
637363639659490326,637363639654410000,4.74132178496,1,4.74164996193,1,738056.397754,738056.397748,992999999,20200922,4.74148587344,1,10000
637363639663651399,637363639663510000,4.74102180544,1,4.74217089688,1,738056.397759,738056.397759,992999999,20200922,4.74159635116,1,10000
637363639668651294,637363639663580000,4.74184637127,1,4.74217091656,1,738056.397765,738056.397759,992999999,20200922,4.74200864391,1,10000
637363639673562176,637363639668580000,4.74189730135,1,4.74217093596,1,738056.39777,738056.397765,992999999,20200922,4.74203411865,1,10000
637363639678562194,637363639673490000,4.74174639117,1,4.74217093604,1,738056.397776,738056.39777,992999999,20200922,4.7419586636,1,10000
637363639683569198,637363639678500000,4.74142187049,1,4.74217095922,1,738056.397782,738056.397776,992999999,20200922,4.74179641486,1,10000
637363639688622557,637363639683550000,4.73992190805,1,4.74084645164,1,738056.397788,738056.397782,992999999,20200922,4.74038417984,1,10000
637363639693724323,637363639693510000,4.74079738576,1,4.74157101521,1,738056.397794,738056.397793,992999999,20200922,4.74118420049,1,10000
637363639698725203,637363639693590000,4.74164649188,1,4.74165015007,1,738056.397799,738056.397794,992999999,20200922,4.74164832098,1,10000
637363639703630077,637363639703490000,4.74164651222,1,4.74165017388,1,738056.397805,738056.397805,992999999,20200922,4.74164834305,1,10000
637363639708630149,637363639703560000,4.741646532,1,4.74165019703,1,738056.397811,738056.397805,992999999,20200922,4.74164836452,1,10000
637363639713673542,637363639708560000,4.74134655267,1,4.74152201124,1,738056.397817,738056.397811,992999999,20200922,4.74143428195,1,10000
637363639718585022,637363639713600000,4.74154657245,1,4.74192203144,1,738056.397822,738056.397817,992999999,20200922,4.74173430194,1,10000
637363639723585859,637363639718510000,4.74154657253,1,4.74192203152,1,738056.397828,738056.397822,992999999,20200922,4.74173430203,1,10000
637363639728593089,637363639723520000,4.74214659279,1,4.74217113337,1,738056.397834,738056.397828,992999999,20200922,4.74215886308,1,10000
637363639733617483,637363639728540000,4.74172207283,1,4.74227115313,1,738056.39784,738056.397834,992999999,20200922,4.74199661298,1,10000
637363639738665138,637363639733590000,4.74142209373,1,4.74187117316,1,738056.397846,738056.39784,992999999,20200922,4.74164663344,1,10000
637363639743698443,637363639738630000,4.74114666043,1,4.74165034732,1,738056.397852,738056.397846,992999999,20200922,4.74139850387,1,10000
637363639748734958,637363639743660000,4.74144667667,1,4.74165036631,1,738056.397857,738056.397851,992999999,20200922,4.74154852149,1,10000
637363639753758040,637363639748680000,4.74082215573,1,4.74157123257,1,738056.397863,738056.397857,992999999,20200922,4.74119669415,1,10000
637363639758808551,637363639753730000,4.74032217663,1,4.7405712526,1,738056.397869,738056.397863,992999999,20200922,4.74044671462,1,10000
637363639763817930,637363639758760000,4.74074675466,1,4.74097129179,1,738056.397875,738056.397869,992999999,20200922,4.74085902323,1,10000
637363639768819071,637363639763740000,4.74064677343,1,4.74067131017,1,738056.397881,738056.397875,992999999,20200922,4.7406590418,1,10000
637363639778558840,637363639773490000,4.74022227813,1,4.74077134987,1,738056.397892,738056.397886,992999999,20200922,4.740496814,1,10000
637363639783469262,637363639778480000,4.73994683386,1,4.74032229841,1,738056.397898,738056.397892,992999999,20200922,4.74013456614,1,10000
637363639788469312,637363639783400000,4.74004685396,1,4.74027138898,1,738056.397903,738056.397897,992999999,20200922,4.74015912147,1,10000
637363639793471085,637363639788400000,4.74024687415,1,4.74052233955,1,738056.397909,738056.397903,992999999,20200922,4.74038460685,1,10000
637363639798442517,637363639793410000,4.73994689417,1,4.74022236,1,738056.397915,738056.397909,992999999,20200922,4.74008462708,1,10000
637363639803442541,637363639798370000,4.73994691427,1,4.74022238053,1,738056.397921,738056.397915,992999999,20200922,4.7400846474,1,10000
637363639804513131,637363639803380000,4.73984691858,1,4.74017145223,1,738056.397922,738056.397921,992999999,20200922,4.7400091854,1,10000
637363639808509890,637363639804430000,4.73954693473,1,4.73982240143,1,738056.397927,738056.397922,992999999,20200922,4.73968466808,1,10000
637363639813438608,637363639808430000,4.74034695455,1,4.74049788879,1,738056.397932,738056.397926,992999999,20200922,4.74042242167,1,10000
637363639818438633,637363639813360000,4.73992244224,1,4.74022244224,1,738056.397938,738056.397932,992999999,20200922,4.74007244224,1,10000
637363639823439763,637363639818370000,4.73992244253,1,4.74022244253,1,738056.397944,738056.397938,992999999,20200922,4.74007244253,1,10000
637363639823512875,637363639823380000,4.73934699516,1,4.73962246314,1,738056.397944,738056.397944,992999999,20200922,4.73948472915,1,10000
637363639828485240,637363639823440000,4.73924701514,1,4.73957154674,1,738056.39795,738056.397944,992999999,20200922,4.73940928094,1,10000
637363639833486402,637363639828400000,4.73924703529,1,4.73957156645,1,738056.397955,738056.39795,992999999,20200922,4.73940930087,1,10000
637363639834547441,637363639833400000,4.73914703947,1,4.73917157055,1,738056.397957,738056.397955,992999999,20200922,4.73915930501,1,10000
637363639843460751,637363639838400000,4.73914707553,1,4.73997160584,1,738056.397967,738056.397961,992999999,20200922,4.73955934068,1,10000
637363639848461329,637363639843390000,4.73962256579,1,4.74007162555,1,738056.397973,738056.397967,992999999,20200922,4.73984709567,1,10000
637363639853465001,637363639848390000,4.73962256596,1,4.74007162571,1,738056.397979,738056.397973,992999999,20200922,4.73984709583,1,10000
637363639858468532,637363639853390000,4.73954711606,1,4.7396716455,1,738056.397984,738056.397978,992999999,20200922,4.73960938078,1,10000
637363639858627469,637363639858430000,4.73962260747,1,4.74027166549,1,738056.397985,738056.397984,992999999,20200922,4.73994713648,1,10000
637363639863650963,637363639858530000,4.7393471567,1,4.73957168529,1,738056.39799,738056.397984,992999999,20200922,4.73945942099,1,10000
637363639868544864,637363639864100000,4.73934717652,1,4.73997170468,1,738056.397996,738056.397991,992999999,20200922,4.7396594406,1,10000
637363639873552692,637363639868470000,4.73984719663,1,4.73997172436,1,738056.398002,738056.397996,992999999,20200922,4.73990946049,1,10000
637363639878584476,637363639873480000,4.73984721661,1,4.7400226893,1,738056.398008,738056.398002,992999999,20200922,4.73993495296,1,10000
637363639888480040,637363639883410000,4.73974723707,1,4.7400227102,1,738056.398019,738056.398013,992999999,20200922,4.73988497364,1,10000
637363639893480136,637363639888480000,4.73984727704,1,4.73997180306,1,738056.398025,738056.398019,992999999,20200922,4.73990954005,1,10000
637363639898481844,637363639893410000,4.73974727728,1,4.73997180329,1,738056.398031,738056.398025,992999999,20200922,4.73985954029,1,10000
637363639898687306,637363639898450000,4.73984729798,1,4.74022277241,1,738056.398031,738056.398031,992999999,20200922,4.7400350352,1,10000
637363639903696764,637363639898610000,4.7395473178,1,4.73982279265,1,738056.398037,738056.398031,992999999,20200922,4.73968505523,1,10000
637363639908519392,637363639908420000,4.73964733762,1,4.73982281289,1,738056.398042,738056.398042,992999999,20200922,4.73973507526,1,10000
637363639913519444,637363639908450000,4.73964733771,1,4.73982281298,1,738056.398048,738056.398042,992999999,20200922,4.73973507534,1,10000
637363639913589318,637363639913450000,4.73944735797,1,4.73967188227,1,738056.398048,738056.398048,992999999,20200922,4.73955962012,1,10000
637363639918597395,637363639913500000,4.73944737815,1,4.73947190202,1,738056.398054,738056.398048,992999999,20200922,4.73945964009,1,10000
637363639923608812,637363639918500000,4.73914739833,1,4.73967192177,1,738056.39806,738056.398054,992999999,20200922,4.73940966005,1,10000
637363639928601419,637363639923520000,4.73954741844,1,4.73962289542,1,738056.398066,738056.39806,992999999,20200922,4.73958515693,1,10000
637363639933607338,637363639928520000,4.73944743866,1,4.73967196124,1,738056.398071,738056.398065,992999999,20200922,4.73955969995,1,10000
637363639938612622,637363639933540000,4.73875128139,1,4.73942293648,1,738056.398077,738056.398071,992999999,20200922,4.73908710894,1,10000
637363639943621120,637363639938520000,4.73914747894,1,4.73917200067,1,738056.398083,738056.398077,992999999,20200922,4.73915973981,1,10000
637363639948621647,637363639943530000,4.73954749913,1,4.73967202042,1,738056.398089,738056.398083,992999999,20200922,4.73960975977,1,10000
637363639953641390,637363639948540000,4.73904751907,1,4.73977203994,1,738056.398094,738056.398089,992999999,20200922,4.7394097795,1,10000
637363639959534220,637363639954460000,4.73904753945,1,4.73932301902,1,738056.398101,738056.398095,992999999,20200922,4.73918527923,1,10000
637363639968514481,637363639963440000,4.73904755935,1,4.73942303934,1,738056.398112,738056.398106,992999999,20200922,4.73923529935,1,10000
637363639973532511,637363639968460000,4.73875142305,1,4.73887209928,1,738056.398118,738056.398112,992999999,20200922,4.73881176116,1,10000
637363639973649146,637363639973490000,4.73884759984,1,4.73952308069,1,738056.398118,738056.398117,992999999,20200922,4.73918534026,1,10000
637363639978649180,637363639973540000,4.73875147024,1,4.73897213875,1,738056.398123,738056.398118,992999999,20200922,4.73886180449,1,10000
637363639983650165,637363639978530000,4.73875149353,1,4.73877215822,1,738056.398129,738056.398123,992999999,20200922,4.73876182588,1,10000
637363639993568373,637363639988500000,4.73875151724,1,4.73877217806,1,738056.398141,738056.398135,992999999,20200922,4.73876184765,1,10000
637363639998587804,637363639993510000,4.73875156424,1,4.73907221736,1,738056.398147,738056.398141,992999999,20200922,4.7389118908,1,10000
637363640003591198,637363639998490000,4.73875158781,1,4.73942320391,1,738056.398152,738056.398146,992999999,20200922,4.73908739586,1,10000
637363640008598847,637363640003510000,4.738751588,1,4.73942320407,1,738056.398158,738056.398152,992999999,20200922,4.73908739604,1,10000
637363640013600693,637363640008530000,4.73874776074,1,4.73877227647,1,738056.398164,738056.398158,992999999,20200922,4.7387600186,1,10000
637363640018688045,637363640013570000,4.73864778112,1,4.73887229642,1,738056.39817,738056.398164,992999999,20200922,4.73876003877,1,10000
637363640028591081,637363640023520000,4.73814780131,1,4.73852328644,1,738056.398181,738056.398175,992999999,20200922,4.73833554387,1,10000
637363640033641194,637363640028570000,4.73819879278,1,4.73857233608,1,738056.398187,738056.398181,992999999,20200922,4.73838556443,1,10000
637363640033720986,637363640033590000,4.73819881399,1,4.73887235599,1,738056.398187,738056.398187,992999999,20200922,4.73853558499,1,10000
637363640038721768,637363640033650000,4.73824786173,1,4.73857237531,1,738056.398193,738056.398187,992999999,20200922,4.73841011852,1,10000
637363640039505067,637363640038610000,4.7379988381,1,4.73822335161,1,738056.398194,738056.398193,992999999,20200922,4.73811109485,1,10000
637363640044505087,637363640039390000,4.73799885603,1,4.73817239546,1,738056.3982,738056.398194,992999999,20200922,4.73808562575,1,10000
637363640048756867,637363640044430000,4.73794790246,1,4.73867241517,1,738056.398205,738056.3982,992999999,20200922,4.73831015882,1,10000
637363640053757364,637363640048660000,4.73794792228,1,4.73867243457,1,738056.39821,738056.398204,992999999,20200922,4.73831017843,1,10000
